PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;1270680.00;1.000;27; ;ENCARGADO DE SERVICIO DE CONSERJERÍA                                                                                                                                                                                                                            
DIRECTOR DE ESCUELA;2317065.00;1.000;27; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;2957903.00;1.000;17; ;PROFESIONAL EN PERIODISMO                                                                                                                                                                                                                                       
PROFESOR ADJUNTO                       ;2457442.00;1.000;21; ;PUESTO NO ADMINISTRATIVO
DIRECTOR CENTRO REGIONAL;5222354.00;1.000;36; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;3515292.50;1.000;27; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;157439.20;0.188;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;487137.30;0.375;15; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;6267434.00;1.000;36; ;PUESTO NO ADMINISTRATIVO
JEFE A;3383900.00;1.000;29; ;JEFE DE SISTEMA EDITORIAL                                                                                                                                                                                                                                       
TRABAJADOR OPERATIVO B;1141329.00;1.000;23; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INSTRUCTOR                    ;973088.00;0.500;24; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;1426438.00;1.000;29; ;CHOFER                                                                                                                                                                                                                                                          
PROFESOR CATEDRATICO                   ;3807703.00;1.000;26; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;5524132.00;1.000;34; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;3856074.00;1.000;34; ;PUESTO NO ADMINISTRATIVO
DECANO;6148718.00;1.000;31; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;777375.00;1.000;15; ;TÉCNICO EN COMPUTACIÓN E INFORMÁTICA                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;729752.90;0.375;22; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;815393.50;0.500;12; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL A;2302197.00;1.000;30; ;PROFESIONAL EN DISEÑO GRÁFICO                                                                                                                                                                                                                                   
JEFE B;3855688.00;1.000;28; ;JEFE ADMINISTRATIVO DE VICERRECTORÍA                                                                                                                                                                                                                            
PROFESIONAL B;2590826.00;1.000;26; ;PROFESIONAL EN ASESORÍA Y EVALUACIÓN CURRICULAR                                                                                                                                                                                                                 
PROFESOR INSTRUCTOR                    ;241223.15;0.125;25; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;3181875.00;1.000;15; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;3574650.00;1.000;25; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;1114113.00;1.000;26; ;NIÑERA                                                                                                                                                                                                                                                          
TECNICO ESPECIALIZADO B;1750103.00;1.000;35; ;TÉCNICO EN GESTIÓN DE POSGRADOS B                                                                                                                                                                                                                               
TRABAJADOR OPERATIVO B;1253007.00;1.000;29; ;CONSERJE                                                                                                                                                                                                                                                        
